day_post_inf	term	estimate	std.error	statistic	p.value
-8	(Intercept)	3.445449859088282	0.6337778090057022	5.436368724385682	3.7905793748111486e-7
-3	high_fat	0.43854599055532095	0.20662737060267858	2.1224002864489626	0.03608971060253862
-3	study	0.1321402649151364	0.0478153606417762	2.7635526145061773	0.0067234883979150825
-3	purified_diet:seq_depth	-4.631550045915194e-5	1.9277287381201767e-5	-2.4025942832764153	0.017984909164843743
0	(Intercept)	2.101210352521292	0.6521515224523861	3.2219664911917807	0.0016831100722985274
0	high_fiber	0.3586839801192711	0.17026153036457137	2.106664842911029	0.03746267960046738
3	(Intercept)	5.494492180368518	0.7599644336331178	7.229933319512491	1.8035865271070177e-7
3	purified_diet	-2.8454522864172214	0.7980715622040482	-3.5654099471467022	0.0015666542619343787
3	study	-0.14418710540746324	0.038419523776907896	-3.752964410613728	9.812251023314407e-4
3	purified_diet:seq_depth	4.263181451063922e-5	1.8757786165518322e-5	2.272752985584597	0.03228199178576879
