day_post_inf.y	term	estimate	std.error	statistic	p.value	signif
-8	purified_diet.y	0.09175557927058586	0.12242875186256316	0.7494610365185248	0.45373426905567993	ns
-8	seq_depth.y	-8.233050306704563e-7	2.80744881217357e-6	-0.29325736130983665	0.7693789099350645	ns
-8	high_fat.y	0.15494003969183687	0.025764421291910235	6.013720934631917	2.4397419684568143e-9	****
-8	high_fiber.y	0.057343871728515725	0.032942953607059636	1.7407021972743513	0.08200607066060206	+
-8	purified_diet.y:seq_depth.y	4.999243349576522e-6	3.077270436549025e-6	1.6245706877757793	0.10453097890136255	ns
-8	high_fat.y:high_fiber.y	-0.2592266740676843	0.046058966070988756	-5.628147919520145	2.292531894725839e-8	****
-3	purified_diet.y	-0.4742305845773818	0.12756167816718114	-3.7176571474378037	2.096361251666952e-4	***
-3	seq_depth.y	-5.735150504645212e-6	2.6693739652897125e-6	-2.1485002023771385	0.031858444530422116	*
-3	high_fat.y	-0.24087829439151187	0.03172942857157141	-7.591636699292195	6.005716753453518e-14	****
-3	high_fiber.y	-0.6628157011799527	0.04969824846376478	-13.33680203364138	4.013763367899383e-38	****
-3	purified_diet.y:seq_depth.y	3.4896445118335768e-6	2.7568158322035944e-6	1.265824314801694	0.20580296235657464	ns
-3	high_fat.y:high_fiber.y	0.3347535718477957	0.05806870797987029	5.764784227054597	1.0203206148417262e-8	****
0	purified_diet.y	-0.15927194559491772	0.12504504822278162	-1.2737165354293525	0.2029891474829513	ns
0	seq_depth.y	-5.208188082848896e-6	2.34278169178578e-6	-2.2230787021726153	0.02638008222784589	*
0	high_fat.y	0.08079149160780505	0.03318075310441581	2.4348902315014977	0.015028651593035007	*
0	high_fiber.y	-0.03597742818472378	0.04479417137256477	-0.8031720887409692	0.42202053137459494	ns
0	purified_diet.y:seq_depth.y	8.542190582217592e-6	2.4980034804027434e-6	3.4196071579693585	6.463330000169065e-4	***
0	high_fat.y:high_fiber.y	-0.37867563207076094	0.06151445360157971	-6.15588060853777	9.89976786267664e-10	****
