day_post_inf	term	estimate	std.error	statistic	p.value	signif
-8	purified_diet	1.1194518188309937	0.6273556249743067	1.7843975159652719	0.07739176575378574	+
-8	seq_depth	1.3981660069954575e-5	1.546079254134205e-5	0.9043301003210356	0.3679938837546297	ns
-8	high_fat	-0.35840013098146933	0.14221053059558492	-2.520208099080085	0.013310670563446677	*
-8	high_fiber	-0.40945348968349743	0.158961243657421	-2.5758070348638866	0.011463008178551016	*
-8	study	0.048782186013097334	0.027082390340652917	1.8012511229435764	0.07467712728275112	+
-8	purified_diet:seq_depth	-1.4283162444069523e-5	1.64619176035507e-5	-0.8676487629235103	0.38766398825384696	ns
-8	high_fat:high_fiber	0.47803190773769694	0.2228454046083849	2.1451279580019227	0.03436426857863332	*
-3	purified_diet	0.7431117074238495	0.7896266714500322	0.9410924608957738	0.34877729620134557	ns
-3	seq_depth	3.611652881796691e-5	1.82894121841688e-5	1.974723323761556	0.050875946339847544	+
-3	high_fat	0.7962820688436996	0.2579943647010173	3.086432022523009	0.0025794348440939256	**
-3	high_fiber	0.345262915518387	0.34082210869263874	1.0130296911863574	0.3133312524305796	ns
-3	study	0.13238855924729437	0.04694613826673381	2.820009571290028	0.005723819115371051	**
-3	purified_diet:seq_depth	-4.702647387954194e-5	1.892945537507955e-5	-2.4843014734302313	0.014530831517967937	*
-3	high_fat:high_fiber	-0.905554219746427	0.4034392318434965	-2.2445864166668668	0.026852204548615134	*
0	purified_diet	-0.42592231593745905	0.6136424790653892	-0.6940887087643637	0.4891307852250262	ns
0	seq_depth	1.0687701636117866e-5	1.2877561803825582e-5	0.8299476095655649	0.40841627473913245	ns
0	high_fat	0.14629097062799382	0.20704183904138743	0.7065768508690189	0.4813652978612505	ns
0	high_fiber	0.47573656949292153	0.22624031352373128	2.1027930967882944	0.03782918889453553	*
0	study	-0.026270778668215006	0.03692998787335432	-0.7113671078990489	0.47840473215137125	ns
0	purified_diet:seq_depth	-1.5365563237943657e-5	1.3621863898665634e-5	-1.128007396950195	0.2618397662815842	ns
0	high_fat:high_fiber	-0.2504086852387472	0.318062925497118	-0.7872929070477791	0.4328508678788118	ns
3	purified_diet	-2.2195029859363835	0.5300627300731607	-4.187245886218111	6.129476341714085e-5	****
3	seq_depth	1.7954555809832085e-7	9.268362310072233e-6	0.01937187521286288	0.9845834355401071	ns
3	high_fat	-0.5920851584374144	0.19423851096351244	-3.048237733600816	0.0029521619756043833	**
3	high_fiber	-0.2826787703875713	0.2590229628683328	-1.0913270671344426	0.2777778851011826	ns
3	study	-0.19747668122226303	0.03201917791975063	-6.1674500737400875	1.5176751693233066e-8	****
3	purified_diet:seq_depth	1.7653565602992226e-5	1.0398725813562363e-5	1.6976662256031272	0.09271220832309121	+
3	high_fat:high_fiber	0.4222175517980441	0.4163320839794866	1.0141364743315038	0.31298976101264	ns
