day_post_inf	term	estimate	std.error	statistic	p.value	signif
-8	purified_diet	-8.00845572098066	8.375227732912972	-0.9562075177381779	0.3416791132699022	ns
-8	seq_depth	3.2114129357619205e-4	2.084688840822582e-4	1.540475908382928	0.12715910769442162	ns
-8	high_fat	-5.335117140210157	2.0391958329020117	-2.6162848384295034	0.010518320020124795	*
-8	high_fiber	-3.4211987060930587	2.1239669353870188	-1.6107589290083109	0.11093979210159934	ns
-8	study	-0.4233840695252108	0.4705572535241199	-0.8997503839424056	0.3707951030873303	ns
-8	purified_diet:seq_depth	-4.6990697498097036e-5	2.1966571646156834e-4	-0.2139191233617846	0.8311224416043498	ns
-8	high_fat:high_fiber	5.601254155472826	2.9783431130548395	1.8806611403908087	0.06344243007298933	+
-3	purified_diet	6.376280672583684	5.108120632723421	1.2482635260679302	0.21510200918143596	ns
-3	seq_depth	2.522870374192614e-4	1.1727313799297704e-4	2.1512772808583813	0.034074147484248724	*
-3	high_fat	6.873622352901739	1.7408949588302183	3.9483268752299794	1.5389388621094585e-4	***
-3	high_fiber	-2.8804213346057557	2.2717788170900555	-1.267914513920557	0.2080279373157872	ns
-3	study	-0.07451836437007375	0.37584248032328776	-0.19827020167059195	0.8432711299857566	ns
-3	purified_diet:seq_depth	-2.1514281534097947e-4	1.2219044746534694e-4	-1.7607171411823637	0.08160930821943764	+
-3	high_fat:high_fiber	-6.417442909817683	2.570038788226044	-2.4970218111950326	0.014302646057964245	*
0	purified_diet	-3.2236265078465864	4.816963715276189	-0.6692237472379952	0.5050287314207544	ns
0	seq_depth	1.3453593448317446e-4	1.0298791462542902e-4	1.3063273974668463	0.1946977422067729	ns
0	high_fat	1.0527970859487579	1.7988466247941572	0.5852622849762024	0.559804177540827	ns
0	high_fiber	1.9909415414857854	1.8019956501664809	1.1048536889097642	0.2721041373852142	ns
0	study	-0.4064331980027818	0.3448162633329458	-1.1786949782305955	0.24155920355645724	ns
0	purified_diet:seq_depth	-1.5051726991806714e-4	1.114523686584104e-4	-1.3505075910893063	0.1801659229076808	ns
0	high_fat:high_fiber	-2.588603300427288	2.525004505610445	-1.025187596566869	0.3079627254675191	ns
3	purified_diet	-24.337289223982076	6.408982114709321	-3.797371998920907	3.7816119494894323e-4	***
3	seq_depth	-1.022392043788033e-4	1.051408565369449e-4	-0.9724022396838473	0.33526768611529223	ns
3	high_fat	-4.743690262929885	1.9525477014446444	-2.429487514911999	0.018542080661620896	*
3	high_fiber	-4.071164111868046	2.395669714991742	-1.6993845547202566	0.09510971104705399	+
3	study	-1.995052794604534	0.4872582542573336	-4.094446378636195	1.4527011366073165e-4	***
3	purified_diet:seq_depth	1.3772108467413106e-4	1.1311599271627171e-4	1.2175208948532696	0.2287992304494366	ns
3	high_fat:high_fiber	5.360387329250361	3.6037415933662356	1.4874505261747284	0.1428215566910759	ns
