id,(Intercept),dietHF/HF,dietHF/LF,dietLF/HF,dietLF/LF
efe6d368dc9bc431d6aaaf795ab9df54,0.18492406100153094,0.231646678125461,0.2344381493364973,0.2625653618313261,0.236694776319956
aed3a323c205af3963d0048e0ab7a118,0.14353445810004425,0.2548788624544904,0.1983166401296365,0.2248217100786782,0.19443841356633582
a14fb58e8df8f8e8c9af10c59595f93a,0.14818994655063722,0.26027938322035815,0.20918661917048428,0.26344192290798174,0.220511826053915
a19c880b86967fdfa60d984d54f1645c,0.15055154282558297,0.2373557599381266,0.2399049420705445,0.24465257258147521,0.23315416620543758
1bd60b051136b8e719d9772f121b4a4f,0.23341594790283263,0.2938405791200114,0.25717047162213724,0.2908208879717879,0.2580801066297479
ca344e0c09ed83afd9798f6e0febcc31,0.2849701610804243,0.4789237163691496,0.416113444856661,0.4857126291692403,0.4126563159664237
cab1f3ff63df5a854dcf58cf595623cc,0.14060109121374498,0.20615425866217377,0.20005244830902316,0.2258221947614444,0.21419366006464285
7730653b4c77afffdb20038046bda08c,0.14457332112986326,0.1889656484460673,0.2086931810676758,0.21652945091885148,0.20487344812907626
bcaa663b6ba40455634757464f104af0,0.2303280557074615,0.3692128369818048,0.33941641628682934,0.3420540132317105,0.3361549395226099
afa196b734f4eecc35fc487646d6adbf,0.23634509380494445,0.29929964987148683,0.31008016092467056,0.33359197589655343,0.3018917711050926
b92b6415850e7f15021c9384716f76d1,0.15514632198402228,0.22250510103248797,0.22766928412922324,0.21938742637551026,0.22352030337939713
736e753e82b880299283a531fcb7e273,0.16840303118245561,0.2627756288455655,0.24561688556038733,0.25178060631784127,0.24711752350725924
970b788d053833c129e71ce07556e642,0.1826506462141665,0.23183169736531004,0.2435636547492774,0.252116218339671,0.23830165014913463
20da6e0c942937cc9e083c08e98c1cf7,0.1753189745950805,0.22419236939388223,0.26455116532867073,0.25627723660519247,0.2554354127694303
9730cc3d47181da5a79f43bd0592f4e6,0.14833553457921625,0.20509944169676084,0.19092386519569476,0.2115717801070479,0.1939186659345527
743653ee83c99740a77683635c3037fe,0.13065869763234655,0.26044343008294685,0.21289057443805967,0.24228192414156635,0.20852471194830385
5e51f0b907125eb79cf09219ca4139e9,0.25520173474526997,0.37302356422012795,0.3285568514200627,0.37530728346968895,0.3320217924554455
a3200c9b00cd8c83942161f64ec94e2a,0.14325567943365852,0.1735678782697039,0.1726567432895955,0.18652752286053242,0.1749783909451895
709dbb529c0d8eab107f03624501db96,0.24350202081092573,0.3764019187481245,0.27374294787084896,0.39950402723288836,0.3072031152956438
b9dfc352c90555f9af606fb804751593,0.13031641254180243,0.31370043557447874,0.18085931025532156,0.2875396978681879,0.2001929054663727
cd838737fdb1fce76cb849678194d595,0.15450933411563395,0.21084437067818168,0.2646423184763011,0.21969163171407044,0.2527350610228507
7f26be96f4d5295ca038bb284ee22a23,0.14904088309860938,0.2926958645391305,0.1981577266515602,0.2570109747639505,0.20168016172535622
24c51df570756f1f5da7d9980208ee7c,0.23799689758831313,0.35746839080523873,0.34193989757907983,0.4175071282057019,0.356119262286913
