id,(Intercept),dietHF/HF,dietHF/LF,dietLF/HF,dietLF/LF
efe6d368dc9bc431d6aaaf795ab9df54,0.9051948611253042,-0.9029341576417462,-0.8936220763383188,-0.32667135359593,-0.5922613825701109
aed3a323c205af3963d0048e0ab7a118,-0.6019700683260356,1.088689210589151,0.1409828641875473,0.9736955515507912,0.14211841987171267
a14fb58e8df8f8e8c9af10c59595f93a,-0.20506502075156963,1.6306277555557585,0.28596265874098775,1.8361775840908026,0.6555940313342563
a19c880b86967fdfa60d984d54f1645c,0.010834660340134139,0.547949966300071,0.3807797822496313,0.6930204872724899,0.4438057918189159
1bd60b051136b8e719d9772f121b4a4f,0.6155091421681209,-0.08129316449318036,-0.8731910091490863,0.20140374801509664,-1.0086006620979577
ca344e0c09ed83afd9798f6e0febcc31,1.8233031755109637,0.24688240610591433,-0.3673748036091504,0.6386572710070515,-0.36278367899181685
cab1f3ff63df5a854dcf58cf595623cc,0.6472285558329121,0.29170898654161853,0.09262415832440801,0.6443515294931758,0.4211570690638938
7730653b4c77afffdb20038046bda08c,-0.43644147442980097,0.43266165319054284,0.36344432528065407,0.7911921314795135,0.5119266506497191
bcaa663b6ba40455634757464f104af0,1.1302261517104606,2.4768165538740603,0.5906435940159841,1.3661996088889834,1.233034061213768
afa196b734f4eecc35fc487646d6adbf,1.0216742631960942,-0.9026989218450838,-0.6601030260397421,-0.3624695094875523,-0.8638082718986699
b92b6415850e7f15021c9384716f76d1,0.5165875622923466,-0.2584015344270092,0.24332021712311364,-0.1612739817398985,0.12975944637393838
736e753e82b880299283a531fcb7e273,0.4856621578655187,0.2042229922676737,0.043390598605984876,0.42070810391119334,0.35494778478104305
970b788d053833c129e71ce07556e642,0.1796628673403391,-0.13000892309356293,-0.12418131172063797,0.34826887281030805,0.061392360955122405
20da6e0c942937cc9e083c08e98c1cf7,0.7604543057518816,-0.7579180123484652,0.10661370176521036,-0.1462329363986392,0.1696223856673379
9730cc3d47181da5a79f43bd0592f4e6,0.24011473294364127,-0.0723190858352486,-0.3422133782777353,0.30743441099329794,-0.31618891870891286
743653ee83c99740a77683635c3037fe,-0.6633024478751515,1.4140510362347123,0.40954862648356594,1.4193152188557883,0.4758850673736531
5e51f0b907125eb79cf09219ca4139e9,1.9063358813298312,-0.8098834093968694,-1.251067345717871,-0.7726443649097332,-1.3121812742464951
a3200c9b00cd8c83942161f64ec94e2a,-0.2696414473617009,1.9394070933287377e-4,-0.3389104305516588,0.31416767983176586,-0.23253414595868632
709dbb529c0d8eab107f03624501db96,1.176468962499707,-0.22867663542354855,-1.620732642780976,0.2527272482187133,-0.8521817531021707
b9dfc352c90555f9af606fb804751593,-0.7553214542022914,1.7600357413680308,0.15148566027883217,1.7678104436589037,0.388620367208336
cd838737fdb1fce76cb849678194d595,-0.5205183672165432,0.606401654543633,0.8364697754970603,0.8360379713056075,0.9264096694240764
7f26be96f4d5295ca038bb284ee22a23,-0.34825256923839065,1.2966454240730536,-0.003907864043735901,1.2153938283807613,0.22432611660321128
24c51df570756f1f5da7d9980208ee7c,2.7278129939134277,-1.4861273397058117,-0.690295831362343,-0.2076688039403104,-0.006223278498111523
d4ec7fad44f4bcef8373df99751e29b4,1.0123563147526373,-0.2546777904498121,-0.035683458647070884,0.191480787251589,-0.36880836772546044
125f62fe5e01782e69598a5eee06e1ff,-0.7456965562438312,1.5090183809933668,0.8680249265905389,1.8348666054444793,0.9240022701342226
af1ee8b992de0516463b4364be9f24e2,0.3051426238423445,-0.44097019982294783,-0.7604171100770433,-0.3010998338927655,-0.787393660961301
8705f31bdca195e028e12a75eb594576,-0.3589282928358696,1.256790693609116,0.178719597290037,1.2434651856806196,0.19278901921997765
109f3773db277050a6c83fbd2df32491,-0.20721594577350277,0.8997195575388504,0.32989711458227094,0.7427800420492057,-0.012230898558913461
ef263589d65c75c91bebf2811f05014e,-0.5717223113423766,0.3810264999746935,0.266418570338748,0.8058236310359227,0.19506843539816823
343041f8768862350e157e72fdead68d,0.06357047244896741,0.06100596516929446,-0.3551448636419343,0.71361255752566,-0.19628326074083158
4c606c6bd029c4b086891f2af6f9d324,-0.5454696560279728,0.8573854869504982,0.5583442926895287,1.6982938618483665,0.22274621088786709
ac2f26c2a42d9b6c48d895b5f32c7162,1.3988257393381773,-1.447763890283348,-0.6430688263817603,-0.9360541900842365,-0.210114777092135
a4ac217c75ab212de93e13c021eaeec2,0.049933434324403114,0.006979771518657696,-0.3004327526310779,0.23682472334113547,-0.3910982684824432
b0b40618af9ad57848c1f0e1d4b32957,-0.6387447050968247,0.732727360709906,0.6115737166935017,1.20838264864725,0.6471154145864644
7c324c9774c3c0884d1e7487b1427a49,0.8798293653053473,0.5232681375592545,0.19141320469841286,1.0182472225398764,0.33252873165771535
947c41b884a84f94db71834935b84761,0.3950090086739646,0.9061395797428191,0.0722920758987905,1.0350062555055801,0.15587719089319393
