day_post_inf	term	estimate	std.error	statistic	p.value	signif
-8	purified_diet	1.1218877781031558	0.6827024479929128	1.6433041677255011	0.10401427111147334	ns
-8	seq_depth	1.3497777189073399e-5	1.699323553125732e-5	0.7943029545047862	0.42923117244415177	ns
-8	high_fat	-0.45090314553968025	0.16622401580654625	-2.7126233435753795	0.008078502508480013	**
-8	high_fiber	-0.4833654641786882	0.17313408930319174	-2.79185610484958	0.006471409761625569	**
-8	study	0.028913621677674528	0.038357236262279486	0.7537983571070835	0.453053380767634	ns
-8	purified_diet:seq_depth	-1.3967608992249196e-5	1.7905939653329313e-5	-0.7800545105518744	0.4375255597171257	ns
-8	high_fat:high_fiber	0.5607463974870283	0.2427781308267979	2.3097072029402614	0.023329019764516797	*
-3	purified_diet	0.4625296843505677	0.8360892083836523	0.5532061408192807	0.5814641149449906	ns
-3	seq_depth	2.8572880459146905e-5	1.9195084094350944e-5	1.4885519812625265	0.14002529626421445	ns
-3	high_fat	1.0708976134336965	0.2849469683004372	3.7582348035532807	3.001711627770548e-4	***
-3	high_fiber	0.18945331357542514	0.371841209198479	0.5095005848969794	0.611621370171681	ns
-3	study	0.04686715277851503	0.06151731026816195	0.7618530877604209	0.44809636410444853	ns
-3	purified_diet:seq_depth	-3.784636196837927e-5	1.999994162997637e-5	-1.8923236211676877	0.061592427856893575	+
-3	high_fat:high_fiber	-1.1457979365861872	0.4206599355147889	-2.723810469813342	0.007722426477822698	**
0	purified_diet	-0.28943358459722895	0.6657889835994427	-0.4347227000249681	0.6647817132937706	ns
0	seq_depth	1.2849659743113122e-5	1.423473853125325e-5	0.902697279258126	0.36904398475790723	ns
0	high_fat	0.0685575483271906	0.248632195873687	0.2757388200923906	0.7833670807594282	ns
0	high_fiber	0.7266950657187249	0.24906744648504603	2.917663773303893	0.0044317975008618185	**
0	study	0.04875814518842794	0.04765966344420287	1.0230484578539065	0.3089675214706488	ns
0	purified_diet:seq_depth	-2.2524637198928997e-5	1.5404674735977123e-5	-1.4621949236177918	0.1470954464911011	ns
0	high_fat:high_fiber	-0.1800780296702092	0.348999968183901	-0.5159829400767149	0.6071042144120973	ns
3	purified_diet	-3.4187108569906703	0.832651704201867	-4.105811397176751	1.3996152502862588e-4	***
3	seq_depth	-1.962003796765205e-5	1.3659846729140372e-5	-1.4363292910012586	0.15678540430457122	ns
3	high_fat	-1.0758233849070409	0.2536740065808505	-4.2409681599133675	8.959917575742563e-5	****
3	high_fiber	-0.275396376132807	0.3112441937253171	-0.8848241402885513	0.38024817386695253	ns
3	study	-0.1508809557996528	0.06330434514127171	-2.383421792973969	0.020767847040413647	*
3	purified_diet:seq_depth	3.14116148597235e-5	1.4695972374696127e-5	2.1374301787480743	0.037194786916263725	*
3	high_fat:high_fiber	1.0040941756874928	0.46819627914590456	2.144600930018467	0.03658837314235732	*
