group2	day_post_inf	Family	group1	.y.	n1	n2	statistic	p	p.adj	p.adj.signif	group1_rel_abun	group2_rel_abun	diff_means	stat_diff_means
HF/HF	-15	Bacteroidaceae	Chow	rel_abund	20	15	-2.0441570528332607	0.04093803439659202	0.08292960099074305	ns	0.018290590629239368	0.0051458464207119175	0.01314474420852745	0
HF/HF	-3	Enterococcaceae	Chow	rel_abund	18	19	1.0741342382829844	0.28276252110939104	0.35345315138673883	ns	5.788888888888889e-5	0.037700842373713635	-0.03764295348482474	0
HF/HF	-3	Lachnospiraceae	Chow	rel_abund	18	19	-1.8737317503399937	0.060967407439649554	0.08709629634235651	ns	0.014249533792245545	0.0010176825527118411	0.013231851239533705	0
HF/HF	-3	Lactobacillaceae	Chow	rel_abund	18	19	1.8382089784104405	0.06603161729326365	0.1320632345865273	ns	0.254950743563266	0.4297378088517624	-0.17478706528849636	0
HF/HF	-3	Marinifilaceae	Chow	rel_abund	18	19	-1.5197135790481933	0.12858297727881687	0.23926458458693664	ns	0.0023035287172500454	3.1221289476052655e-4	0.0019913158224895188	0
HF/HF	-3	Muribaculaceae	Chow	rel_abund	18	19	-2.145466955199632	0.03191553074794855	0.10638510249316183	ns	0.0639388294078577	0.015178937404263038	0.04875989200359466	0
HF/HF	-3	Ruminococcaceae	Chow	rel_abund	18	19	-2.554757787329699	0.010626171231479424	0.03309220773082414	*	0.0020668759116206597	6.103685157923158e-4	0.001456507395828344	0.001456507395828344
HF/HF	-3	Staphylococcaceae	Chow	rel_abund	18	19	1.4198387997166535	0.15565461638255063	0.22236373768935805	ns	7.211162222822228e-5	5.149476211317901e-4	-4.428359989035678e-4	0
HF/HF	-3	Tannerellaceae	Chow	rel_abund	18	19	0.7770815062184331	0.43711068429573996	0.43711068429573996	ns	0.3011277776171918	0.38174091464193094	-0.08061313702473916	0
HF/HF	-8	Bacteroidaceae	Chow	rel_abund	17	18	-2.1791720888083024	0.029318886556021086	0.14659443278010542	ns	0.01795566682048117	0.004219252682119424	0.013736414138361748	0
HF/HF	-8	Lachnospiraceae	Chow	rel_abund	17	18	-1.546586565528014	0.12196297130211523	0.2246943425281834	ns	0.19010892900366205	0.137992402121144	0.052116526882518055	0
HF/HF	-8	Lactobacillaceae	Chow	rel_abund	17	18	-5.664731302395779	1.4725510296903588e-8	7.362755148451795e-8	****	0.4075083845454106	0.050891513092890805	0.3566168714525198	0.3566168714525198
HF/HF	-8	Marinifilaceae	Chow	rel_abund	17	18	0.9278785241670493	0.35347058559927585	0.44183823199909483	ns	0.002480953403245945	0.03266823163918381	-0.030187278235937864	0
HF/HF	-8	Muribaculaceae	Chow	rel_abund	17	18	0.46648201270439843	0.6408705197506535	0.6408705197506535	ns	0.23712539414432032	0.2683555772579264	-0.03123018311360609	0
HF/HF	-8	Ruminococcaceae	Chow	rel_abund	17	18	-1.0042109949778908	0.31527692357946996	0.4503956051135285	ns	0.01107527734779039	0.008572959351900031	0.0025023179958903585	0
HF/HF	-8	Tannerellaceae	Chow	rel_abund	17	18	4.8527733554935715	1.2174680045735217e-6	6.087340022867609e-6	****	0.04197428548460938	0.14144539813620852	-0.09947111265159914	-0.09947111265159914
HF/HF	0	Bacteroidaceae	Chow	rel_abund	19	18	-0.9792023960823982	0.32747998495989383	0.4944468634740854	ns	0.008155691117545372	0.01126801186937318	-0.0031123207518278084	0
HF/HF	0	Enterobacteriaceae	Chow	rel_abund	19	18	-1.8672947920379577	0.061860432288471705	0.10310072048078618	ns	0.17093209628735714	0.056348045606067626	0.11458405068128952	0
HF/HF	0	Lachnospiraceae	Chow	rel_abund	19	18	-4.295175908217786	1.7455487110465155e-5	8.727743555232577e-5	****	0.021058170813767624	0.003745683755814449	0.017312487057953175	0.017312487057953175
HF/HF	0	Lactobacillaceae	Chow	rel_abund	19	18	-3.75977526865149	1.7006605957856677e-4	8.503302978928338e-4	***	0.19258628014898144	0.0487616996320559	0.14382458051692554	0.14382458051692554
HF/HF	0	Marinifilaceae	Chow	rel_abund	19	18	-1.102512486766133	0.27023893295850454	0.3377986661981307	ns	0.004135946145416073	0.003768003439061057	3.6794270635501615e-4	0
HF/HF	0	Muribaculaceae	Chow	rel_abund	19	18	-2.772398557886987	0.005564485990746275	0.01112897198149255	*	0.0232742495685356	0.003841460527950502	0.0194327890405851	0.0194327890405851
HF/HF	0	Ruminococcaceae	Chow	rel_abund	19	18	-1.9857675832631103	0.047059136789087096	0.09861972615817832	ns	0.003001456065828617	0.0011163385946012798	0.001885117471227337	0
HF/HF	0	Staphylococcaceae	Chow	rel_abund	19	18	0.36052781488423596	0.7184524599143847	0.8923321183706828	ns	1.3178973169731945e-4	1.0155535000872228e-4	3.0234381688597174e-5	0
HF/HF	0	Tannerellaceae	Chow	rel_abund	19	18	3.0124436321945036	0.002591535602318206	0.01295767801159103	*	0.12333095248586155	0.3568739045883692	-0.23354295210250764	-0.23354295210250764
HF/HF	3	Bacteroidaceae	Chow	rel_abund	13	6	-0.892105500782348	0.3723363867626883	0.5319091239466976	ns	0.06453255019588845	0.030846999439518387	0.033685550756370065	0
HF/HF	3	Enterococcaceae	Chow	rel_abund	13	6	2.711132366147992	0.006705385239938812	0.01676346309984703	*	0.05573442573133896	0.2105910531101139	-0.15485662737877492	-0.15485662737877492
HF/HF	3	Lachnospiraceae	Chow	rel_abund	13	6	-2.016600675827389	0.04373720244351312	0.08911556891071039	ns	0.30592957729185616	0.044972993162404426	0.2609565841294517	0
HF/HF	3	Lactobacillaceae	Chow	rel_abund	13	6	-1.3003142155331038	0.19349329781828217	0.2557567526333713	ns	0.12496256600367792	0.040900705041689314	0.0840618609619886	0
HF/HF	3	Marinifilaceae	Chow	rel_abund	13	6	-3.02851359664767	0.002457600178879684	0.008192000596265613	**	0.006356871932833177	8e-6	0.006348871932833177	0.006348871932833177
HF/HF	3	Muribaculaceae	Chow	rel_abund	13	6	-3.1442480570001288	0.0016651422529987258	0.00555047417666242	**	0.03170241349864606	3.2e-5	0.03167041349864606	0.03167041349864606
HF/HF	3	Ruminococcaceae	Chow	rel_abund	13	6	-3.007059647173653	0.002637879980932256	0.008792933269774187	**	0.023848303061930896	0.0030821055442626527	0.020766197517668242	0.020766197517668242
HF/HF	3	Staphylococcaceae	Chow	rel_abund	13	6	0.3476162407861779	0.7281284077106984	0.8507490074517552	ns	1.830769230769231e-5	2.4339385330492397e-5	-6.031693022800087e-6	0
HF/HF	3	Tannerellaceae	Chow	rel_abund	13	6	1.5935363089277255	0.11103992969354208	0.1586284709907744	ns	0.1236905859402683	0.31158734974973895	-0.18789676380947065	0
HF/LF	-15	Bacteroidaceae	Chow	rel_abund	20	27	-0.22498601242408442	0.8219901557965168	0.9133223953294631	ns	0.018290590629239368	0.014735987467805637	0.003554603161433731	0
HF/LF	-15	Bacteroidaceae	HF/HF	rel_abund	15	27	1.9620405743809752	0.04975776059444583	0.08292960099074305	ns	0.0051458464207119175	0.014735987467805637	-0.00959014104709372	0
HF/LF	-3	Enterococcaceae	HF/HF	rel_abund	19	23	3.376246142536088	7.348214777448164e-4	0.002449404925816055	**	0.037700842373713635	0.019536397399123797	0.018164444974589838	0.018164444974589838
HF/LF	-3	Enterococcaceae	Chow	rel_abund	18	23	4.448707271704746	8.638865804560329e-6	8.638865804560329e-5	****	5.788888888888889e-5	0.019536397399123797	-0.01947850851023491	-0.01947850851023491
HF/LF	-3	Lachnospiraceae	Chow	rel_abund	18	23	4.009429220589993	6.086569328653114e-5	2.0288564428843714e-4	***	0.014249533792245545	0.0784489768258343	-0.06419944303358875	-0.06419944303358875
HF/LF	-3	Lachnospiraceae	HF/HF	rel_abund	19	23	6.057938999359842	1.3787665875194906e-9	1.3787665875194907e-8	****	0.0010176825527118411	0.0784489768258343	-0.07743129427312245	-0.07743129427312245
HF/LF	-3	Lactobacillaceae	Chow	rel_abund	18	23	0.8066688032893384	0.41985732217423954	0.46650813574915506	ns	0.254950743563266	0.37976603668576636	-0.12481529312250034	0
HF/LF	-3	Lactobacillaceae	HF/HF	rel_abund	19	23	-1.131440452090062	0.2578697535167489	0.3223371918959361	ns	0.4297378088517624	0.37976603668576636	0.04997177216599602	0
HF/LF	-3	Marinifilaceae	Chow	rel_abund	18	23	-2.774179324075023	0.00553411637125861	0.02767058185629305	*	0.0023035287172500454	1.9191304347826089e-4	0.0021116156737717843	0.0021116156737717843
HF/LF	-3	Marinifilaceae	HF/HF	rel_abund	19	23	-1.2036895634833042	0.2287095875699426	0.32672798224277516	ns	3.1221289476052655e-4	1.9191304347826089e-4	1.2029985128226566e-4	0
HF/LF	-3	Muribaculaceae	Chow	rel_abund	18	23	-2.6552754775432597	0.007924366578340416	0.03962183289170208	*	0.0639388294078577	0.006566380635349452	0.057372448772508244	0.057372448772508244
HF/LF	-3	Muribaculaceae	HF/HF	rel_abund	19	23	-0.41908379653630645	0.6751548922480217	0.750172102497802	ns	0.015178937404263038	0.006566380635349452	0.008612556768913586	0
HF/LF	-3	Ruminococcaceae	Chow	rel_abund	18	23	0.571389052534239	0.56773594829128	0.697697447282533	ns	0.0020668759116206597	0.008273495989654055	-0.006206620078033395	0
HF/LF	-3	Ruminococcaceae	HF/HF	rel_abund	19	23	3.290541923472927	9.999460032655686e-4	0.009999460032655685	**	6.103685157923158e-4	0.008273495989654055	-0.007663127473861739	-0.007663127473861739
HF/LF	-3	Staphylococcaceae	HF/HF	rel_abund	19	23	4.221054379342117	2.4316226270201122e-5	4.8632452540402244e-5	****	5.149476211317901e-4	0.12448056887286839	-0.1239656212517366	-0.1239656212517366
HF/LF	-3	Staphylococcaceae	Chow	rel_abund	18	23	5.6422781940265265	1.6781465553129736e-8	1.6781465553129736e-7	****	7.211162222822228e-5	0.12448056887286839	-0.12440845725064016	-0.12440845725064016
HF/LF	-3	Tannerellaceae	HF/HF	rel_abund	19	23	-4.455171459140746	8.382617418380997e-6	4.191308709190499e-5	****	0.38174091464193094	0.04546757348908093	0.33627334115285	0.33627334115285
HF/LF	-3	Tannerellaceae	Chow	rel_abund	18	23	-3.576709829830896	3.4794603811219376e-4	8.698650952804844e-4	***	0.3011277776171918	0.04546757348908093	0.25566020412811086	0.25566020412811086
HF/LF	-8	Bacteroidaceae	Chow	rel_abund	17	20	-0.7280098305765481	0.46660756855927066	0.5184528539547452	ns	0.01795566682048117	0.009309936602835769	0.008645730217645402	0
HF/LF	-8	Bacteroidaceae	HF/HF	rel_abund	18	20	1.529230856703256	0.12620722361313852	0.25241444722627704	ns	0.004219252682119424	0.009309936602835769	-0.005090683920716345	0
HF/LF	-8	Lachnospiraceae	HF/HF	rel_abund	18	20	1.64783043960172	0.09938747077212298	0.2246943425281834	ns	0.137992402121144	0.1704498577262101	-0.032457455605066104	0
HF/LF	-8	Lachnospiraceae	Chow	rel_abund	17	20	0.03732702218608459	0.9702242599132752	0.9702242599132752	ns	0.19010892900366205	0.1704498577262101	0.01965907127745195	0
HF/LF	-8	Lactobacillaceae	Chow	rel_abund	17	20	-6.4651723736817734	1.0118340170999728e-10	1.0118340170999727e-9	****	0.4075083845454106	0.05335457187449234	0.3541538126709183	0.3541538126709183
HF/LF	-8	Lactobacillaceae	HF/HF	rel_abund	18	20	-0.6677482827144227	0.504294284136962	0.5603269823744023	ns	0.050891513092890805	0.05335457187449234	-0.0024630587816015376	0
HF/LF	-8	Marinifilaceae	HF/HF	rel_abund	18	20	2.698608832437799	0.006962996651851538	0.023209988839505126	*	0.03266823163918381	0.13053232169938103	-0.09786409006019722	-0.09786409006019722
HF/LF	-8	Marinifilaceae	Chow	rel_abund	17	20	3.609048632058639	3.0732199846331967e-4	0.0030732199846331965	**	0.002480953403245945	0.13053232169938103	-0.1280513682961351	-0.1280513682961351
HF/LF	-8	Muribaculaceae	HF/HF	rel_abund	18	20	-6.130740163024161	8.747116479434678e-10	8.747116479434678e-9	****	0.2683555772579264	0.0706765599671615	0.19767901729076492	0.19767901729076492
HF/LF	-8	Muribaculaceae	Chow	rel_abund	17	20	-5.559744339946757	2.7017011588446418e-8	1.3508505794223208e-7	****	0.23712539414432032	0.0706765599671615	0.16644883417715883	0.16644883417715883
HF/LF	-8	Ruminococcaceae	Chow	rel_abund	17	20	3.366546598432897	7.611572112004569e-4	0.0012685953520007616	**	0.01107527734779039	0.0210383338216943	-0.009963056473903909	-0.009963056473903909
HF/LF	-8	Ruminococcaceae	HF/HF	rel_abund	18	20	4.463603486484406	8.059264590881332e-6	4.029632295440666e-5	****	0.008572959351900031	0.0210383338216943	-0.012465374469794267	-0.012465374469794267
HF/LF	-8	Tannerellaceae	HF/HF	rel_abund	18	20	-1.1910500678397664	0.23363393016649897	0.3337627573807128	ns	0.14144539813620852	0.18250099220261753	-0.04105559406640902	0
HF/LF	-8	Tannerellaceae	Chow	rel_abund	17	20	3.802071020901145	1.434915782318036e-4	3.58728945579509e-4	***	0.04197428548460938	0.18250099220261753	-0.14052670671800815	-0.14052670671800815
HF/LF	0	Bacteroidaceae	Chow	rel_abund	19	23	-3.256297245112264	0.0011287551534251443	0.011287551534251443	*	0.008155691117545372	3.330462174604366e-5	0.00812238649579933	0.00812238649579933
HF/LF	0	Bacteroidaceae	HF/HF	rel_abund	18	23	-2.184411492339711	0.028932024501760866	0.09931510878172295	ns	0.01126801186937318	3.330462174604366e-5	0.011234707247627138	0
HF/LF	0	Enterobacteriaceae	Chow	rel_abund	19	23	-2.6225918547536278	0.008726374127881747	0.02181593531970437	*	0.17093209628735714	0.03713151357054526	0.1338005827168119	0.1338005827168119
HF/LF	0	Enterobacteriaceae	HF/HF	rel_abund	18	23	-0.6319042663529155	0.5274494353862711	0.5860549282069679	ns	0.056348045606067626	0.03713151357054526	0.019216532035522364	0
HF/LF	0	Lachnospiraceae	Chow	rel_abund	19	23	-2.743617885090916	0.006076622560540224	0.020255408535134082	*	0.021058170813767624	0.006781855135691806	0.014276315678075819	0.014276315678075819
HF/LF	0	Lachnospiraceae	HF/HF	rel_abund	18	23	1.7864715073310728	0.07402294659163171	0.11200788916262576	ns	0.003745683755814449	0.006781855135691806	-0.003036171379877357	0
HF/LF	0	Lactobacillaceae	Chow	rel_abund	19	23	-1.0216579192016035	0.3069428343372255	0.3410475937080284	ns	0.19258628014898144	0.23183039077050077	-0.039244110621519335	0
HF/LF	0	Lactobacillaceae	HF/HF	rel_abund	18	23	2.923224122331649	0.0034642706133343735	0.008660676533335934	**	0.0487616996320559	0.23183039077050077	-0.18306869113844487	-0.18306869113844487
HF/LF	0	Marinifilaceae	HF/HF	rel_abund	18	23	-3.3744335809577	7.396776320980388e-4	0.0018491940802450972	**	0.003768003439061057	8e-6	0.0037600034390610567	0.0037600034390610567
HF/LF	0	Marinifilaceae	Chow	rel_abund	19	23	-4.595114436356781	4.3251183751128804e-6	2.1625591875564402e-5	****	0.004135946145416073	8e-6	0.004127946145416073	0.004127946145416073
HF/LF	0	Muribaculaceae	HF/HF	rel_abund	18	23	-2.6907156478754035	0.007129893769256353	0.011883156282093922	*	0.003841460527950502	2.2418138290966418e-4	0.003617279145040838	0.003617279145040838
HF/LF	0	Muribaculaceae	Chow	rel_abund	19	23	-5.672776155361732	1.4050176875361825e-8	1.4050176875361826e-7	****	0.0232742495685356	2.2418138290966418e-4	0.023050068185625938	0.023050068185625938
HF/LF	0	Ruminococcaceae	Chow	rel_abund	19	23	-4.038338555612037	5.3831122720239136e-5	5.383112272023913e-4	***	0.003001456065828617	3.177821130702609e-4	0.002683673952758356	0.002683673952758356
HF/LF	0	Ruminococcaceae	HF/HF	rel_abund	18	23	-1.90276758908301	0.05707087811334187	0.09861972615817832	ns	0.0011163385946012798	3.177821130702609e-4	7.985564815310189e-4	0
HF/LF	0	Staphylococcaceae	Chow	rel_abund	19	23	4.814219473228123	1.4777632959512648e-6	1.4777632959512648e-5	****	1.3178973169731945e-4	0.11472493659654039	-0.11459314686484307	-0.11459314686484307
HF/LF	0	Staphylococcaceae	HF/HF	rel_abund	18	23	4.365796239351057	1.266605117547652e-5	4.2220170584921736e-5	****	1.0155535000872228e-4	0.11472493659654039	-0.11462338124653167	-0.11462338124653167
HF/LF	0	Tannerellaceae	Chow	rel_abund	19	23	-0.9894816115297173	0.3224275623191978	0.4030344528989972	ns	0.12333095248586155	0.12826882906630435	-0.004937876580442799	0
HF/LF	0	Tannerellaceae	HF/HF	rel_abund	18	23	-4.123346730163296	3.7340695909613604e-5	3.73406959096136e-4	***	0.3568739045883692	0.12826882906630435	0.22860507552206485	0.22860507552206485
HF/LF	3	Bacteroidaceae	HF/HF	rel_abund	6	18	-0.6977102582778636	0.48535841151094455	0.5818947123899234	ns	0.030846999439518387	0.021523250726515387	0.009323748713003	0
HF/LF	3	Bacteroidaceae	Chow	rel_abund	13	18	-2.113327412260742	0.03457275405010833	0.08643188512527084	ns	0.06453255019588845	0.021523250726515387	0.04300929946937307	0
HF/LF	3	Enterococcaceae	HF/HF	rel_abund	6	18	1.4828052414916986	0.13812616307337583	0.19732309010482263	ns	0.2105910531101139	0.5759041258179154	-0.3653130727078015	0
HF/LF	3	Enterococcaceae	Chow	rel_abund	13	18	5.596727721453441	2.184353499158757e-8	2.1843534991587571e-7	****	0.05573442573133896	0.5759041258179154	-0.5201697000865765	-0.5201697000865765
HF/LF	3	Lachnospiraceae	HF/HF	rel_abund	6	18	-1.9311108837629287	0.05346934134642623	0.08911556891071039	ns	0.044972993162404426	0.0024490664831207497	0.042523926679283675	0
HF/LF	3	Lachnospiraceae	Chow	rel_abund	13	18	-5.235573552499039	1.644733086553765e-7	1.644733086553765e-6	****	0.30592957729185616	0.0024490664831207497	0.3034805108087354	0.3034805108087354
HF/LF	3	Lactobacillaceae	HF/HF	rel_abund	6	18	-1.7998653528175828	0.07188190163516883	0.17970475408792208	ns	0.040900705041689314	0.005692614980226874	0.035208090061462444	0
HF/LF	3	Lactobacillaceae	Chow	rel_abund	13	18	-4.094313119700105	4.234217728551132e-5	4.234217728551132e-4	***	0.12496256600367792	0.005692614980226874	0.11926995102345105	0.11926995102345105
HF/LF	3	Marinifilaceae	Chow	rel_abund	13	18	-4.1066350422980875	4.014647899770131e-5	4.014647899770131e-4	***	0.006356871932833177	8e-6	0.006348871932833177	0.006348871932833177
HF/LF	3	Marinifilaceae	HF/HF	rel_abund	6	18	0	1	1	ns	8e-6	8e-6	0	0
HF/LF	3	Muribaculaceae	Chow	rel_abund	13	18	-4.2635698472172265	2.011865724250667e-5	2.0118657242506672e-4	***	0.03170241349864606	3.2e-5	0.03167041349864606	0.03167041349864606
HF/LF	3	Muribaculaceae	HF/HF	rel_abund	6	18	0	1	1	ns	3.2e-5	3.2e-5	0	0
HF/LF	3	Ruminococcaceae	Chow	rel_abund	13	18	-3.9374454854347256	8.235363311241826e-5	8.235363311241826e-4	***	0.023848303061930896	0.00623417160059083	0.017614131461340065	0.017614131461340065
HF/LF	3	Ruminococcaceae	HF/HF	rel_abund	6	18	0.10817122808147435	0.9138598676749123	0.9138598676749123	ns	0.0030821055442626527	0.00623417160059083	-0.003152066056328177	0
HF/LF	3	Staphylococcaceae	Chow	rel_abund	13	18	2.7592974228991998	0.005792578843988414	0.02896289421994207	*	1.830769230769231e-5	6.285674862267144e-4	-6.10259793919022e-4	-6.10259793919022e-4
HF/LF	3	Staphylococcaceae	HF/HF	rel_abund	6	18	1.766536074442697	0.07730595494657644	0.1932648873664411	ns	2.4339385330492397e-5	6.285674862267144e-4	-6.04228100896222e-4	0
HF/LF	3	Tannerellaceae	Chow	rel_abund	13	18	-1.6404776961106207	0.10090588222617232	0.1586284709907744	ns	0.1236905859402683	0.09567345218523776	0.028017133755030538	0
HF/LF	3	Tannerellaceae	HF/HF	rel_abund	6	18	-2.9350197704088075	0.003335264365439813	0.011117547884799378	*	0.31158734974973895	0.09567345218523776	0.2159138975645012	0.2159138975645012
