day_post_inf.y	term	estimate	std.error	statistic	p.value	signif
-3	purified_diet.y	0.3038759663839356	0.10004555497829994	3.0373759878671955	0.0024737952212578176	**
-3	seq_depth.y	2.4069028353913224e-6	2.1419367408287036e-6	1.1237039775787705	0.2615178865470544	ns
-3	high_fat.y	0.20504947968748666	0.02706123441868186	7.577240436080392	1.1023204064229701e-13	****
-3	high_fiber.y	-0.32865812915358644	0.039172796640148284	-8.389958270601083	2.6147144677977347e-16	****
-3	purified_diet.y:seq_depth.y	-1.0969704968977302e-6	2.2044630566699163e-6	-0.4976134635500876	0.6189103704438416	ns
-3	high_fat.y:high_fiber.y	-0.03829306238948021	0.044216153697087	-0.8660423665933428	0.38675906882005273	ns
0	purified_diet.y	-0.045729870900686746	0.08924058403926884	-0.5124335681237147	0.6085132707839929	ns
0	seq_depth.y	-4.490815749472385e-6	1.7848359884481157e-6	-2.5160943518272916	0.012094499647654071	*
0	high_fat.y	0.0933732161332317	0.030401829008750006	3.071302588615895	0.0022158993862430774	**
0	high_fiber.y	0.09295387780434447	0.030211646544356114	3.076756431261418	0.0021763078110539997	**
0	purified_diet.y:seq_depth.y	1.3999032544972717e-6	1.9543631181681705e-6	0.716296394197924	0.47405319002475466	ns
0	high_fat.y:high_fiber.y	-0.32441623548987697	0.04396425322173911	-7.3790912324529625	4.640998020796552e-13	****
