group2	day_post_inf	Family	group1	.y.	n1	n2	statistic	p	p.adj	p.adj.signif	group1_rel_abun	group2_rel_abun	diff_means	stat_diff_means
HF/HF	-15	Bacteroidaceae	Chow	rel_abund	20	20	0.2953825055909829	0.7677016959311059	0.9547010662631698	ns	0.02452943635102032	0.020009933724025555	0.004519502626994763	0
HF/HF	-15	Enterobacteriaceae	Chow	rel_abund	20	20	-1.257503101881261	0.2085715165281021	0.8645998418365619	ns	0.0011764140213171084	0.002549965876876345	-0.0013735518555592365	0
HF/HF	-15	Enterococcaceae	Chow	rel_abund	20	20	-0.5056481911724835	0.6131036445341091	0.8737334766509951	ns	8.725753196443893e-4	7.870180230189964e-4	8.555729662539286e-5	0
HF/HF	-15	Lachnospiraceae	Chow	rel_abund	20	20	0.604954789244372	0.5452090371496972	0.7463067055903903	ns	0.24165282301477628	0.25682843188417104	-0.015175608869394758	0
HF/HF	-15	Morganellaceae	Chow	rel_abund	20	20	1.705900502108165	0.08802660627429024	0.4401330313714512	ns	9.352710344546624e-5	1.4600455092919347e-4	-5.247744748372723e-5	0
HF/HF	-15	Peptostreptococcaceae	Chow	rel_abund	20	20	-0.075740812425635	0.939625305610168	0.939625305610168	ns	0.010029669109667091	0.0038337171819963376	0.0061959519276707535	0
HF/HF	-15	Ruminococcaceae	Chow	rel_abund	20	20	-0.8338591032221371	0.4043603853223658	0.6590646099935404	ns	0.014848577959846794	0.011888204320724677	0.002960373639122117	0
HF/HF	-15	Tannerellaceae	Chow	rel_abund	20	20	-0.4278296706074369	0.6687751334953048	0.9370120519104657	ns	0.024904909194549425	0.017148996337454907	0.007755912857094517	0
HF/HF	3	Bacteroidaceae	Chow	rel_abund	19	19	-1.8594914316980984	0.06295751264402254	0.13047317237604497	ns	0.24120620580265786	0.11692218270339644	0.12428402309926143	0
HF/HF	3	Enterobacteriaceae	Chow	rel_abund	19	19	1.3911042698181475	0.16419381030156419	0.4104845257539105	ns	0.0672822801999426	0.16671014503157283	-0.09942786483163023	0
HF/HF	3	Enterococcaceae	Chow	rel_abund	19	19	1.9101431400389435	0.05611478579598338	0.18704928598661127	ns	0.10804875016001599	0.16715279481836176	-0.059104044658345775	0
HF/HF	3	Lachnospiraceae	Chow	rel_abund	19	19	-3.4679648437104555	5.244158902340283e-4	0.0013110397255850707	**	0.014446645948990753	0.005212757700373897	0.009233888248616855	0.009233888248616855
HF/HF	3	Morganellaceae	Chow	rel_abund	19	19	0.4870318472602136	0.62623576216251	0.8952358866972545	ns	0.07256650948157073	0.07932947111141511	-0.006762961629844383	0
HF/HF	3	Peptostreptococcaceae	Chow	rel_abund	19	19	0.6098348572495473	0.5419712084823401	0.7609025537572889	ns	0.05064635498100475	0.06455766457122739	-0.013911309590222638	0
HF/HF	3	Ruminococcaceae	Chow	rel_abund	19	19	-4.8966749527343385	9.747186914651698e-7	2.4367967286629245e-6	****	0.0018182218951382943	4.7637993428573095e-4	0.0013418419608525634	0.0013418419608525634
HF/HF	3	Tannerellaceae	Chow	rel_abund	19	19	0.5189261784862474	0.6038122214630586	0.9418993093425918	ns	0.13095096724443125	0.18040430920623063	-0.049453341961799374	0
HF/LF	-15	Bacteroidaceae	Chow	rel_abund	20	20	0.23857817759271696	0.81143268829539	0.9547010662631698	ns	0.02452943635102032	0.026850315077328855	-0.002320878726308536	0
HF/LF	-15	Bacteroidaceae	HF/HF	rel_abund	20	20	-0.0568043279982659	0.9547010662631698	0.9547010662631698	ns	0.020009933724025555	0.026850315077328855	-0.006840381353303299	0
HF/LF	-15	Enterobacteriaceae	HF/HF	rel_abund	20	20	0.09903962377585143	0.9211068095191525	0.9211068095191525	ns	0.002549965876876345	7.258986965113079e-4	0.001824067180365037	0
HF/LF	-15	Enterobacteriaceae	Chow	rel_abund	20	20	-1.1584634781054095	0.24667494748746963	0.8645998418365619	ns	0.0011764140213171084	7.258986965113079e-4	4.505153248058005e-4	0
HF/LF	-15	Enterococcaceae	Chow	rel_abund	20	20	-0.751248741170547	0.4525029716051001	0.8737334766509951	ns	8.725753196443893e-4	5.490329205791676e-4	3.2354239906522175e-4	0
HF/LF	-15	Enterococcaceae	HF/HF	rel_abund	20	20	-0.24560054999806344	0.8059914634363519	0.8737334766509951	ns	7.870180230189964e-4	5.490329205791676e-4	2.3798510243982888e-4	0
HF/LF	-15	Lachnospiraceae	Chow	rel_abund	20	20	0.2834022436099764	0.7768685087094419	0.7768685087094419	ns	0.24165282301477628	0.25165116389260656	-0.009998340877830275	0
HF/LF	-15	Lachnospiraceae	HF/HF	rel_abund	20	20	-0.3215525456343956	0.74779169895683	0.7768685087094419	ns	0.25682843188417104	0.25165116389260656	0.005177267991564483	0
HF/LF	-15	Morganellaceae	Chow	rel_abund	20	20	0.40138835343721596	0.6881342227649403	0.8300449434025313	ns	9.352710344546624e-5	1.0100711596251299e-4	-7.480012517046755e-6	0
HF/LF	-15	Morganellaceae	HF/HF	rel_abund	20	20	-1.3045121486709492	0.19205902007992445	0.47588276184559763	ns	1.4600455092919347e-4	1.0100711596251299e-4	4.4997434966680475e-5	0
HF/LF	-15	Peptostreptococcaceae	Chow	rel_abund	20	20	-1.4711196259594523	0.14125876829538106	0.785858552387439	ns	0.010029669109667091	0.005690981326338114	0.004338687783328977	0
HF/LF	-15	Peptostreptococcaceae	HF/HF	rel_abund	20	20	-1.3953788135338174	0.1629016367416455	0.785858552387439	ns	0.0038337171819963376	0.005690981326338114	-0.0018572641443417763	0
HF/LF	-15	Ruminococcaceae	HF/HF	rel_abund	20	20	-0.04632550573456287	0.9630508104920785	0.9630508104920785	ns	0.011888204320724677	0.012109608472946742	-2.214041522220645e-4	0
HF/LF	-15	Ruminococcaceae	Chow	rel_abund	20	20	-0.8801846089566999	0.37875930984649986	0.6590646099935404	ns	0.014848577959846794	0.012109608472946742	0.0027389694869000523	0
HF/LF	-15	Tannerellaceae	HF/HF	rel_abund	20	20	0.6758073777748044	0.49916294989949134	0.9370120519104657	ns	0.017148996337454907	0.025399011493622874	-0.008250015156167967	0
HF/LF	-15	Tannerellaceae	Chow	rel_abund	20	20	0.24797770716736744	0.8041516552929217	0.9370120519104657	ns	0.024904909194549425	0.025399011493622874	-4.941022990734498e-4	0
HF/LF	3	Bacteroidaceae	Chow	rel_abund	19	19	-2.7396507093685316	0.006150450949095504	0.03075225474547752	*	0.24120620580265786	0.022729229309455094	0.21847697649320277	0.21847697649320277
HF/LF	3	Bacteroidaceae	HF/HF	rel_abund	19	19	-0.8801592776704331	0.37877303043569394	0.42085892270632663	ns	0.11692218270339644	0.022729229309455094	0.09419295339394135	0
HF/LF	3	Enterobacteriaceae	HF/HF	rel_abund	19	19	0.12940504835517616	0.8970371532603353	0.9835749777208752	ns	0.16671014503157283	0.2537193751430298	-0.08700923011145695	0
HF/LF	3	Enterobacteriaceae	Chow	rel_abund	19	19	1.5205093181733236	0.128383018613111	0.4104845257539105	ns	0.0672822801999426	0.2537193751430298	-0.1864370949430872	0
HF/LF	3	Enterococcaceae	HF/HF	rel_abund	19	19	-1.5432558905802438	0.12276870133319633	0.24553740266639265	ns	0.16715279481836176	0.11541611390930286	0.051736680909058905	0
HF/LF	3	Enterococcaceae	Chow	rel_abund	19	19	0.3668872494586997	0.7137031227180299	0.7137031227180299	ns	0.10804875016001599	0.11541611390930286	-0.0073673637492868704	0
HF/LF	3	Lachnospiraceae	Chow	rel_abund	19	19	-4.648746439290155	3.3395844627430596e-6	1.6697922313715296e-5	****	0.014446645948990753	5.995407028453184e-4	0.013847105246145436	0.013847105246145436
HF/LF	3	Lachnospiraceae	HF/HF	rel_abund	19	19	-1.1807815955796994	0.23768949717872	0.3395564245410286	ns	0.005212757700373897	5.995407028453184e-4	0.004613216997528579	0
HF/LF	3	Morganellaceae	HF/HF	rel_abund	19	19	0.5471592358108573	0.5842693391356935	0.8952358866972545	ns	0.07932947111141511	0.1060506601676939	-0.026721189056278793	0
HF/LF	3	Morganellaceae	Chow	rel_abund	19	19	1.034191083071071	0.3010468419215967	0.8952358866972545	ns	0.07256650948157073	0.1060506601676939	-0.033484150686123176	0
HF/LF	3	Peptostreptococcaceae	HF/HF	rel_abund	19	19	-5.418148154794056	6.021950660284071e-8	6.021950660284071e-7	****	0.06455766457122739	0.011421013720844132	0.05313665085038326	0.05313665085038326
HF/LF	3	Peptostreptococcaceae	Chow	rel_abund	19	19	-4.808313297544508	1.5220909093664404e-6	3.805227273416101e-6	****	0.05064635498100475	0.011421013720844132	0.03922534126016061	0.03922534126016061
HF/LF	3	Ruminococcaceae	HF/HF	rel_abund	19	19	-0.0920742298804751	0.9266390630372673	0.9266390630372673	ns	4.7637993428573095e-4	1.997775863302144e-4	2.7660234795551654e-4	0
HF/LF	3	Ruminococcaceae	Chow	rel_abund	19	19	-4.988749182614814	6.077148735647489e-7	2.02571624521583e-6	****	0.0018182218951382943	1.997775863302144e-4	0.00161844430880808	0.00161844430880808
HF/LF	3	Tannerellaceae	Chow	rel_abund	19	19	0.5918090687230805	0.5539784497749001	0.9418993093425918	ns	0.13095096724443125	0.3334191773293939	-0.20246821008496266	0
HF/LF	3	Tannerellaceae	HF/HF	rel_abund	19	19	0.07288289023683303	0.9418993093425918	0.9418993093425918	ns	0.18040430920623063	0.3334191773293939	-0.15301486812316328	0
LF/HF	-15	Bacteroidaceae	Chow	rel_abund	20	20	0.4544346239861272	0.6495160364263279	0.9547010662631698	ns	0.02452943635102032	0.026512904824973357	-0.0019834684739530387	0
LF/HF	-15	Bacteroidaceae	HF/HF	rel_abund	20	20	0.15905211839514438	0.8736278118787282	0.9547010662631698	ns	0.020009933724025555	0.026512904824973357	-0.006502971100947802	0
LF/HF	-15	Bacteroidaceae	HF/LF	rel_abund	20	20	0.21585644639341028	0.8290996474600333	0.9547010662631698	ns	0.026850315077328855	0.026512904824973357	3.374102523554974e-4	0
LF/HF	-15	Enterobacteriaceae	HF/LF	rel_abund	20	20	0.6452581549032723	0.5187599051019371	0.8645998418365619	ns	7.258986965113079e-4	3.930108810166461e-4	3.3288781549466184e-4	0
LF/HF	-15	Enterobacteriaceae	HF/HF	rel_abund	20	20	0.7442977786791237	0.4566963448218844	0.8645998418365619	ns	0.002549965876876345	3.930108810166461e-4	0.002156954995859699	0
LF/HF	-15	Enterobacteriaceae	Chow	rel_abund	20	20	-0.5132053232021373	0.6078077027195675	0.8682967181708108	ns	0.0011764140213171084	3.930108810166461e-4	7.834031403004623e-4	0
LF/HF	-15	Enterococcaceae	Chow	rel_abund	20	20	-0.1589180029399234	0.8737334766509951	0.8737334766509951	ns	8.725753196443893e-4	6.63528981180728e-4	2.0904633846366134e-4	0
LF/HF	-15	Enterococcaceae	HF/LF	rel_abund	20	20	0.5923307382306235	0.553629136374469	0.8737334766509951	ns	5.490329205791676e-4	6.63528981180728e-4	-1.144960606015604e-4	0
LF/HF	-15	Enterococcaceae	HF/HF	rel_abund	20	20	0.34673018823256013	0.7287940285929508	0.8737334766509951	ns	7.870180230189964e-4	6.63528981180728e-4	1.2348904183826848e-4	0
LF/HF	-15	Lachnospiraceae	Chow	rel_abund	20	20	-0.7248557384639774	0.46854053695354575	0.7463067055903903	ns	0.24165282301477628	0.19684582986088137	0.044806993153894914	0
LF/HF	-15	Lachnospiraceae	HF/HF	rel_abund	20	20	-1.3298105277083494	0.18358070638941626	0.5250504746317923	ns	0.25682843188417104	0.19684582986088137	0.05998260202328967	0
LF/HF	-15	Lachnospiraceae	HF/LF	rel_abund	20	20	-1.008257982073954	0.31333062888109786	0.6266612577621957	ns	0.25165116389260656	0.19684582986088137	0.05480533403172519	0
LF/HF	-15	Morganellaceae	Chow	rel_abund	20	20	-0.7454355135262565	0.45600848157326174	0.6514406879618025	ns	9.352710344546624e-5	3.6500630012600255e-5	5.702647343286598e-5	0
LF/HF	-15	Morganellaceae	HF/HF	rel_abund	20	20	-2.4513360156344217	0.014232702111158315	0.14232702111158316	ns	1.4600455092919347e-4	3.6500630012600255e-5	1.0950392091659321e-4	0
LF/HF	-15	Morganellaceae	HF/LF	rel_abund	20	20	-1.1468238669634725	0.2514544230187057	0.47588276184559763	ns	1.0100711596251299e-4	3.6500630012600255e-5	6.450648594991274e-5	0
LF/HF	-15	Peptostreptococcaceae	HF/LF	rel_abund	20	20	0.5913609585539981	0.5542785934698208	0.785858552387439	ns	0.005690981326338114	0.005220592658034305	4.703886683038094e-4	0
LF/HF	-15	Peptostreptococcaceae	Chow	rel_abund	20	20	-0.8797586674054544	0.37899006004574626	0.785858552387439	ns	0.010029669109667091	0.005220592658034305	0.0048090764516327865	0
LF/HF	-15	Peptostreptococcaceae	HF/HF	rel_abund	20	20	-0.8040178549798194	0.42138666334328073	0.785858552387439	ns	0.0038337171819963376	0.005220592658034305	-0.001386875476037967	0
LF/HF	-15	Ruminococcaceae	HF/HF	rel_abund	20	20	-0.6785324075238961	0.49743418314915294	0.6590646099935404	ns	0.011888204320724677	0.010493276908095418	0.0013949274126292596	0
LF/HF	-15	Ruminococcaceae	HF/LF	rel_abund	20	20	-0.6322069017893333	0.5272516879948324	0.6590646099935404	ns	0.012109608472946742	0.010493276908095418	0.001616331564851324	0
