day_post_inf.y	term	estimate	std.error	statistic	p.value	signif
-8	purified_diet.y	-0.13981956796162476	0.04891587246351516	-2.858368069912519	0.004335891754035544	**
-8	seq_depth.y	-1.099006762290065e-6	1.1295467155068216e-6	-0.9729626470534655	0.3307786266827315	ns
-8	high_fat.y	0.04373002437439262	0.010366036709563271	4.218586678749568	2.653747902818178e-5	****
-8	high_fiber.y	0.08204228801836198	0.013254241674717709	6.18988924691607	8.389741577100092e-10	****
-8	purified_diet.y:seq_depth.y	2.6738665640331615e-6	1.238106532613525e-6	2.1596417542429758	0.03100877265802468	*
-8	high_fat.y:high_fiber.y	-0.0830011857160253	0.01853132766643251	-4.4789659548448295	8.25602862847678e-6	****
-3	purified_diet.y	0.07486168052268037	0.036641835034343755	2.0430658140487186	0.0412473820110142	*
-3	seq_depth.y	-5.663211964723495e-7	8.174639033317637e-7	-0.6927782305300285	0.4885725667111138	ns
-3	high_fat.y	0.0391570246838182	0.009716758636247508	4.029844328719496	5.9053409141667335e-5	****
-3	high_fiber.y	-0.08857269346617604	0.015219495172356517	-5.819686688889159	7.418342001857578e-9	****
-3	purified_diet.y:seq_depth.y	7.190712761279974e-7	8.442419309785103e-7	0.8517360364872719	0.394517605776747	ns
-3	high_fat.y:high_fiber.y	-0.03775482950813995	0.01778284845207332	-2.123103596698429	0.03393382560343263	*
0	purified_diet.y	0.06247793851737155	0.039625565826350004	1.576707794941449	0.11510348075779792	ns
0	seq_depth.y	-1.5351795499018713e-6	7.79702869850151e-7	-1.9689289462239805	0.04917112632506538	*
0	high_fat.y	0.08637666637749308	0.011042910447017641	7.821911333241032	1.0618493089841098e-14	****
0	high_fiber.y	-0.09348595747071026	0.014907980583170133	-6.270866597200167	4.861408517220063e-10	****
0	purified_diet.y:seq_depth.y	1.1795298939353817e-6	8.313623456230218e-7	1.4187915776380797	0.15619693155868666	ns
0	high_fat.y:high_fiber.y	-0.09012584446930806	0.020472669808964117	-4.402251651118105	1.1581818665960367e-5	****
3	purified_diet.y	-0.029186690311198613	0.0419754700469443	-0.695327301363319	0.48709681145137507	ns
3	seq_depth.y	5.004373474064942e-7	6.405762230388986e-7	0.7812299760868668	0.43494951550345895	ns
3	high_fat.y	0.0620143597437928	0.013787546690999006	4.497853108579349	8.120106001208806e-6	****
3	high_fiber.y	0.04118107527611931	0.02727698754263185	1.5097369242756895	0.13159278902687957	ns
3	purified_diet.y:seq_depth.y	-1.875097638752471e-7	7.713536980859207e-7	-0.2430918064443641	0.8080103853972932	ns
3	high_fat.y:high_fiber.y	-0.10309037919352171	0.054331271596185206	-1.897440942662569	0.05820927618523957	+
