day_post_inf.y	term	estimate	std.error	statistic	p.value	signif
-3	purified_diet.y	0.30263182422069196	0.07959609355109588	3.802093930984447	1.5215330342784674e-4	***
-3	seq_depth.y	2.8710004403552363e-6	1.7783637361518609e-6	1.6144056370423374	0.10675461921480423	ns
-3	high_fat.y	0.23732133374515954	0.02038808246972185	11.640198831724526	1.8456547177769675e-29	****
-3	high_fiber.y	-0.2968932147772861	0.031266323260013565	-9.495622888188526	1.5526850065814692e-20	****
-3	purified_diet.y:seq_depth.y	-2.1567494150005034e-6	1.8296121344573825e-6	-1.1788014379562155	0.23875737437205377	ns
-3	high_fat.y:high_fiber.y	-0.08262737335767265	0.03820541999346352	-2.162713389142409	0.03079945484313656	*
0	purified_diet.y	-0.09573351445048622	0.07856405139123779	-1.218540958048955	0.2233138335422741	ns
0	seq_depth.y	-4.742172777862566e-6	1.5357719042789863e-6	-3.08781060823542	0.002073516278188378	**
0	high_fat.y	0.10858897780215719	0.020594244054099115	5.272782895886069	1.6556896604791864e-7	****
0	high_fiber.y	0.19329290072216243	0.026483838845772798	7.298522765064128	6.036910783011806e-13	****
0	purified_diet.y:seq_depth.y	-1.5509092197548295e-7	1.630075138811944e-6	-0.09514341902577489	0.9242205012319445	ns
0	high_fat.y:high_fiber.y	-0.3388446023059972	0.037295552706579436	-9.085388946286361	5.645000808900463e-19	****
