day_post_inf	term	estimate	std.error	statistic	p.value	signif
-8	purified_diet	1.1179455701029146	0.6274882569635839	1.781619907140022	0.07784689927623226	+
-8	seq_depth	1.3937352204661473e-5	1.5464061174935072e-5	0.9012737370214129	0.36960834576457213	ns
-8	high_fat	-0.35828186725994726	0.14224059594419772	-2.5188439691331475	0.013359185658264477	*
-8	high_fiber	-0.40895983601689173	0.15899485034735084	-2.57215774676633	0.011576797821073232	*
-8	study	0.04877444227611921	0.02708811594693151	1.8005845209638616	0.07478297831051915	+
-8	purified_diet:seq_depth	-1.4239858577566683e-5	1.6465397889360148e-5	-0.8648353761780883	0.38919905327765736	ns
-8	high_fat:high_fiber	0.4774586689590868	0.22289251732745183	2.1421027259414513	0.03461332270376041	*
-3	purified_diet	0.743510144380407	0.7896288991886615	0.9415943934478066	0.3485213479979725	ns
-3	seq_depth	3.612474600140735e-5	1.8289463783274433e-5	1.9751670376713362	0.05082485320522455	+
-3	high_fat	0.7963486694799347	0.2579950925690506	3.086681461845238	0.002577450516132544	**
-3	high_fiber	0.345345641963498	0.34082307023890457	1.0132695586640401	0.3132172300027626	ns
-3	study	0.13242320438578295	0.04694627071378695	2.8207395895856227	0.005711724896721957	**
-3	purified_diet:seq_depth	-4.703493945047062e-5	1.8929508779910588e-5	-2.48474168016381	0.014513879361984132	*
-3	high_fat:high_fiber	-0.9056971658030712	0.4034403700486685	-2.2449344018146067	0.026829122061344888	*
0	purified_diet	-0.42632076620547293	0.6135658485523304	-0.6948247970635094	0.48867117422822515	ns
0	seq_depth	1.0683080993496092e-5	1.287595367824491e-5	0.8296924065163519	0.4085599458597823	ns
0	high_fat	0.1464795634202405	0.20701598404781768	0.7075761038162437	0.4807468870505035	ns
0	high_fiber	0.4757252813687094	0.22621206106095149	2.1030058217829866	0.037810178224307885	*
0	study	-0.026259341550262067	0.03692537612626292	-0.7111462171832906	0.47854102896719797	ns
0	purified_diet:seq_depth	-1.535761546523967e-5	1.362016282604602e-5	-1.1275647480418587	0.26202591391576596	ns
0	high_fat:high_fiber	-0.2506109938294518	0.31802320640009113	-0.7880273790905971	0.4324229954759995	ns
3	purified_diet	-2.661082150155168	0.7276349941878903	-3.6571662597470147	4.983337318172362e-4	***
3	seq_depth	-8.276526335002635e-7	1.1730810678633238e-5	-0.07055374570214219	0.9439600100665214	ns
3	high_fat	-0.6798294883620112	0.23982212087631843	-2.8347238606592686	0.006034000464619377	**
3	high_fiber	-0.3217493793691964	0.3114060624503956	-1.0332148861759824	0.30516406183119793	ns
3	study	-0.2393867570956071	0.04532046929825842	-5.28208910459818	1.4506907667619503e-6	****
3	purified_diet:seq_depth	2.0008440015340677e-5	1.3038699766858495e-5	1.534542582704276	0.12953615098252155	ns
3	high_fat:high_fiber	0.5769343941914301	0.4887635503389205	1.1803957021577607	0.24195551100970508	ns
