day_post_inf	term	estimate	std.error	statistic	p.value	signif
-8	purified_diet	-6.287851950694999	7.7501479550783055	-0.811320246676693	0.41910867320903167	ns
-8	seq_depth	3.3937800289243406e-4	1.909976175045523e-4	1.7768703470049578	0.0786302777924679	+
-8	high_fat	-3.968165941175804	1.7568227796333407	-2.258717263447588	0.02607239398018276	*
-8	high_fiber	-2.9470208897287016	1.9637556569588752	-1.5007065055601354	0.13658235536367225	ns
-8	study	-0.2512302619378759	0.3345670681215933	-0.7509115088594736	0.45446932306083254	ns
-8	purified_diet:seq_depth	-6.357345218832197e-5	2.0336519188307445e-4	-0.3126073424840262	0.7552299668079141	ns
-8	high_fat:high_fiber	4.314404142852762	2.7529598652996916	1.5671874469492455	0.120229946571682	ns
-3	purified_diet	8.469681044570923	4.680477138656669	1.8095764157501648	0.07316887864516029	+
-3	seq_depth	2.970538183067802e-4	1.0840968105886452e-4	2.7401041623347764	0.00719825899487659	**
-3	high_fat	6.203533086282392	1.5292501754885008	4.05658484511911	9.485838607184349e-5	****
-3	high_fiber	-1.6138585378766839	2.020207961257549	-0.7988576269504853	0.4261426366253861	ns
-3	study	0.5230383389600957	0.2782711562948608	1.879599545724658	0.06288312284833104	+
-3	purified_diet:seq_depth	-2.676738953101182e-4	1.1220350873860774e-4	-2.3856107381962395	0.018808740804440546	*
-3	high_fat:high_fiber	-5.9446069223598315	2.3913681867066776	-2.485860168001386	0.014470886434954162	*
0	purified_diet	-4.844672055956161	4.373108377565857	-1.1078326073072957	0.2704182139880069	ns
0	seq_depth	6.982031097736505e-5	9.1771634670244e-5	0.7608049178620937	0.4484469550037381	ns
0	high_fat	0.8994283285321825	1.4754786894765362	0.6095840861322624	0.5434296483659697	ns
0	high_fiber	1.8501351287250372	1.6122961564209584	1.1475156852274855	0.2537278253647563	ns
0	study	-0.23346400908120887	0.2631806709312934	-0.8870864575847122	0.3770219205217662	ns
0	purified_diet:seq_depth	-7.904702502849083e-5	9.707588565909709e-5	-0.8142807504850536	0.41729266760850126	ns
0	high_fat:high_fiber	-2.4146159642415768	2.2666677936035393	-1.065271219300659	0.2891511539265482	ns
3	purified_diet	-13.38201515843742	5.6947631618095045	-2.3498808955182784	0.021689289613726192	*
3	seq_depth	1.1272646876307467e-4	9.181002706638915e-5	1.2278230642668315	0.22374664950417789	ns
3	high_fat	-2.506835590985125	1.876944058851607	-1.3355941958754551	0.18613529551944688	ns
3	high_fiber	-3.4699801837011663	2.437188682473865	-1.4237634569101019	0.15908749526222124	ns
3	study	-1.9151440562458675	0.354696160983424	-5.399393246704375	9.199027400330868e-7	****
3	purified_diet:seq_depth	-2.3597943390708798e-5	1.020460913827716e-4	-0.23124789074177937	0.8178166370706146	ns
3	high_fat:high_fiber	2.786746447947022	3.825259482485226	0.7285117416757584	0.468801889648614	ns
